id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
0984200590,2015-03-10T00:00:00Z,315001,3,1.75,1500,10230,1,0,0,2,7,1500,0,1968,0,98058,47.4349,-122.168,1770,8374
3172600095,2014-07-08T00:00:00Z,371500,3,1,1650,6400,1,0,0,4,7,980,670,1954,0,98106,47.52,-122.365,1230,6400
1024049024,2014-12-03T00:00:00Z,1735000,5,3.5,4870,7700,2.5,0,3,5,10,3650,1220,1929,0,98144,47.5832,-122.29,3220,7700
3308030100,2014-09-25T00:00:00Z,465000,4,2.5,3050,32450,1,0,0,4,8,1550,1500,1983,0,98030,47.3626,-122.209,2350,15390
0326069132,2015-02-20T00:00:00Z,643000,3,1.5,1780,214315,1,0,0,3,7,1780,0,1954,0,98077,47.7631,-122.028,2740,133419
1233100321,2015-03-27T00:00:00Z,817250,3,2.5,2980,7202,2,0,0,3,8,2980,0,1999,0,98033,47.6769,-122.177,2430,7280
1324039110,2014-11-26T00:00:00Z,750000,4,3.5,3050,7020,2,0,3,3,9,2050,1000,1984,0,98126,47.571,-122.374,2170,5900
7501000080,2014-11-21T00:00:00Z,845800,4,3.5,3020,12750,2,0,0,3,10,3020,0,1990,0,98033,47.6524,-122.184,3120,14351
7272001805,2015-03-09T00:00:00Z,418200,3,2.25,2240,9542,1,0,1,3,7,1190,1050,1980,0,98198,47.3995,-122.318,2080,9542
5035300255,2015-04-14T00:00:00Z,450000,2,1.75,2130,6574,1,0,0,3,8,1500,630,1946,0,98199,47.6529,-122.411,2130,6275
3574801510,2014-08-13T00:00:00Z,442573,3,1.75,1780,7567,1,0,0,3,7,1290,490,1980,0,98034,47.7314,-122.225,1910,8645
4270600025,2014-05-13T00:00:00Z,245000,5,1.75,2020,7902,1,0,0,3,7,1220,800,1962,0,98168,47.51,-122.327,2220,8819
6738700335,2014-07-01T00:00:00Z,1695000,4,2.75,3770,10900,2,0,2,5,9,3070,700,1924,0,98144,47.5849,-122.29,3000,5000
6145600865,2014-05-05T00:00:00Z,449250,4,2,1480,3844,1.5,0,0,5,7,1480,0,1928,0,98133,47.7042,-122.352,1480,3844
7589700055,2014-06-11T00:00:00Z,545000,2,1.25,1240,2150,2,0,0,3,8,1240,0,2014,0,98117,47.6884,-122.374,1340,5289
3811000230,2015-03-16T00:00:00Z,589000,4,2.25,2390,57599,2,0,0,3,8,2390,0,1981,0,98053,47.6651,-122.067,2390,38186
3629970620,2014-10-03T00:00:00Z,476100,4,2.5,1850,1836,2,0,0,3,7,1600,250,2005,0,98029,47.5529,-121.996,1770,2236
8079100210,2015-03-04T00:00:00Z,620000,4,2.5,2130,9139,2,0,0,3,9,2130,0,1988,0,98029,47.5648,-122.01,2150,8178
3211600140,2015-02-09T00:00:00Z,475000,3,1.75,2490,7210,1,0,0,3,7,1290,1200,1972,0,98034,47.726,-122.198,1610,7210
0472000620,2014-05-02T00:00:00Z,790000,3,2.5,2600,4750,1,0,0,4,9,1700,900,1951,0,98117,47.6833,-122.4,2380,4750
3856904970,2014-08-18T00:00:00Z,469000,2,1,1120,4284,1,0,0,3,6,730,390,1921,0,98105,47.6688,-122.324,2050,4160
6306100190,2014-05-21T00:00:00Z,220000,4,2.5,2160,8005,2,0,0,3,7,2160,0,1993,0,98001,47.2668,-122.231,1790,8016
9530100555,2014-06-13T00:00:00Z,585000,3,1,1870,2807,1.5,0,0,4,7,1580,290,1927,0,98107,47.6674,-122.358,1640,4500
0323069120,2014-08-27T00:00:00Z,780000,4,2.75,3640,231739,1.5,0,0,3,10,3640,0,1999,0,98027,47.5078,-122.018,2670,91040
5430300171,2015-01-29T00:00:00Z,615500,3,1.5,1810,5080,1,0,0,3,7,1030,780,1958,0,98115,47.6819,-122.287,1780,7620
7203600560,2014-09-11T00:00:00Z,735000,4,3.5,3200,7605,2,0,2,3,9,2500,700,2013,0,98198,47.3443,-122.327,2240,4416
2425049107,2015-03-05T00:00:00Z,1950000,4,3.75,4150,17424,1,0,0,3,9,3130,1020,1963,2000,98039,47.639,-122.236,3930,21420
6791100410,2014-09-19T00:00:00Z,432000,3,2.5,1660,15000,1,0,0,4,7,1660,0,1970,0,98075,47.5803,-122.05,2060,15015
4365200865,2014-09-02T00:00:00Z,384950,3,1,1540,7740,1,0,0,4,7,1540,0,1909,0,98126,47.522,-122.375,1220,7740
7399300420,2014-08-18T00:00:00Z,255000,3,1,1170,7395,1,0,0,4,7,1170,0,1969,0,98055,47.4627,-122.19,1430,7920
8952900245,2014-07-15T00:00:00Z,850000,6,3.25,4920,20590,1,0,3,4,9,2730,2190,1960,0,98118,47.5468,-122.267,3700,14994
2968800626,2014-08-22T00:00:00Z,355000,4,2,1770,8890,1,0,0,5,6,1770,0,1949,0,98166,47.4589,-122.353,1010,7620
9433000390,2014-12-18T00:00:00Z,784950,4,2.75,2840,4227,3,0,0,3,9,2840,0,2014,0,98052,47.7097,-122.107,2880,4227
6909200401,2014-09-08T00:00:00Z,536500,4,2.5,1720,3515,2,0,2,3,8,1470,250,2000,0,98144,47.591,-122.293,1140,2208
8011100125,2014-11-17T00:00:00Z,545000,4,2.75,2650,6717,2,0,0,3,10,2650,0,2014,0,98056,47.4947,-122.171,2740,7923
9532000500,2014-08-01T00:00:00Z,415000,3,2.5,1610,3600,2,0,0,3,8,1610,0,2010,0,98072,47.771,-122.169,2210,3600
3276930400,2014-10-22T00:00:00Z,625000,4,2.25,2220,36085,2,0,0,3,9,2220,0,1989,0,98075,47.5839,-121.991,3000,36906
8098400135,2014-05-13T00:00:00Z,385000,3,2,1480,6600,1,0,2,3,7,740,740,1943,0,98146,47.5081,-122.385,1250,7300
2314300420,2014-09-16T00:00:00Z,400000,4,2.5,2150,5397,2,0,0,3,8,2150,0,1998,0,98058,47.4644,-122.151,2260,5080
2473450430,2014-05-27T00:00:00Z,399000,4,2.5,2870,9292,2,0,0,3,8,2540,330,1979,0,98058,47.4522,-122.123,2590,7533
2770601462,2015-04-23T00:00:00Z,503500,3,2.5,1810,1750,2,0,0,3,7,1350,460,1997,0,98199,47.6513,-122.386,1640,1563
9512500380,2014-10-10T00:00:00Z,455000,3,1.75,1270,7700,1,0,0,4,7,1270,0,1968,0,98052,47.6711,-122.148,1510,7700
6384500535,2015-03-26T00:00:00Z,499000,3,1,1270,6250,1,0,0,3,7,910,360,1955,0,98116,47.5694,-122.397,2000,6250
0723049333,2015-04-05T00:00:00Z,285000,3,1.5,1490,10367,1,0,0,3,7,1010,480,1957,0,98146,47.4973,-122.347,1000,8254
5522600205,2014-09-17T00:00:00Z,500000,3,1.5,2040,6750,1,0,0,3,7,1280,760,1950,0,98117,47.7013,-122.369,1970,6750
5634500234,2015-05-13T00:00:00Z,554990,3,2.5,2100,6092,2,0,0,3,8,2100,0,2013,0,98028,47.7508,-122.239,2250,8592
3342103174,2014-08-13T00:00:00Z,518000,4,2.5,2560,5672,2,0,1,3,8,2560,0,2005,0,98056,47.5222,-122.201,2190,6788
9829200855,2014-05-13T00:00:00Z,771000,3,2.25,1780,6120,1.5,0,0,4,9,1390,390,1927,0,98122,47.6025,-122.286,1960,5568
8091410390,2015-02-17T00:00:00Z,220000,4,1.75,1910,8171,1,0,0,3,7,1910,0,1986,0,98030,47.35,-122.168,1910,7542
6891100260,2014-11-11T00:00:00Z,830000,5,3.5,3700,5400,2,0,0,3,9,2890,810,2011,0,98053,47.7085,-122.117,3620,5460
0922049078,2014-11-18T00:00:00Z,157000,1,1,870,26326,1,0,0,3,6,870,0,1939,0,98198,47.4152,-122.3,1250,10608
1432700420,2014-07-28T00:00:00Z,250000,3,1,1460,10914,1,0,0,4,7,1460,0,1959,0,98058,47.4511,-122.173,1490,8314
1530900290,2014-10-07T00:00:00Z,475000,3,2.5,2280,3710,1,0,0,3,8,1550,730,1990,0,98072,47.735,-122.159,2030,3710
2426059097,2015-03-05T00:00:00Z,910000,4,2.5,3530,49222,2,0,0,4,9,3530,0,1986,0,98072,47.7285,-122.112,3750,49222
2436701200,2014-09-12T00:00:00Z,720000,3,1.75,2040,4000,2,0,0,5,7,1360,680,1924,0,98105,47.6675,-122.289,1610,4000
7893205080,2014-10-07T00:00:00Z,270000,3,1.5,1230,7500,1,0,0,3,7,1230,0,1962,0,98198,47.4202,-122.331,1260,7800
9191200435,2014-11-13T00:00:00Z,471000,4,1.75,1450,3750,1,0,0,4,7,950,500,1925,0,98105,47.6706,-122.3,1850,4000
1254201106,2014-08-29T00:00:00Z,524500,3,1.5,1580,3172,1,0,0,4,8,900,680,1946,0,98117,47.6796,-122.393,1580,5000
6003500749,2014-07-01T00:00:00Z,640000,2,2.25,1540,965,3,0,0,3,9,1540,0,2007,0,98122,47.6181,-122.318,1410,964
0952000725,2014-10-21T00:00:00Z,442000,2,1,990,4313,1.5,0,2,4,6,990,0,1917,0,98126,47.5677,-122.38,1480,5750
3021059276,2015-03-14T00:00:00Z,250000,4,2,2010,7312,1,0,0,4,7,2010,0,1976,0,98002,47.2785,-122.213,2010,7650
3179101070,2014-06-30T00:00:00Z,880000,4,2.75,3220,4392,1.5,0,0,4,9,2320,900,1931,0,98105,47.6713,-122.276,2310,5795
3395040580,2014-10-23T00:00:00Z,310000,3,2.25,1590,3056,2,0,0,3,7,1590,0,2001,0,98108,47.5432,-122.293,1540,2890
2825079001,2014-08-14T00:00:00Z,800000,5,1.75,1930,501376,2,0,0,3,7,1930,0,1930,0,98014,47.6294,-121.911,1710,87120
4309720160,2014-11-07T00:00:00Z,785000,3,2.5,2930,33981,2,0,2,3,9,2930,0,2000,0,98059,47.5151,-122.12,3720,35230
5014600440,2015-02-23T00:00:00Z,690700,5,2.75,2870,5349,2,0,0,3,9,2870,0,2005,0,98059,47.5405,-122.187,2800,5000
8043700105,2015-04-17T00:00:00Z,2300000,4,4,4360,8175,2.5,1,4,3,10,3940,420,2007,0,98008,47.5724,-122.104,2670,8525
1786640070,2014-08-06T00:00:00Z,361000,3,2,1950,8698,1,0,0,3,8,1950,0,1999,0,98042,47.39,-122.153,2330,7212
1454100127,2014-08-11T00:00:00Z,689950,4,2.75,2520,8433,2,0,0,3,8,2520,0,2014,0,98125,47.7214,-122.289,1890,7772
7614100080,2015-02-11T00:00:00Z,140000,3,1.75,1270,8991,2,0,0,3,7,1270,0,1981,0,98042,47.3563,-122.149,1270,8993
1376800025,2014-09-08T00:00:00Z,834500,3,2.25,2780,6000,1,0,3,4,9,1670,1110,1948,0,98199,47.6442,-122.406,2780,6000
1773101530,2014-12-18T00:00:00Z,275000,1,1,520,4800,1,0,0,3,5,520,0,1930,0,98106,47.5533,-122.363,800,4960
2026059119,2014-08-25T00:00:00Z,453000,3,2,1430,9583,1,0,0,4,7,1430,0,1964,0,98034,47.7206,-122.197,1890,11100
6632300230,2014-10-06T00:00:00Z,377500,3,2,1370,7200,1,0,0,3,7,1130,240,1926,1955,98125,47.7329,-122.308,1300,7208
0011520200,2014-10-15T00:00:00Z,750000,4,2.5,3020,13122,2,0,0,3,9,2540,480,1997,0,98052,47.6989,-122.111,3020,10873
1338600175,2014-05-07T00:00:00Z,940000,4,2.25,1890,5940,1,0,1,3,9,1470,420,1963,0,98112,47.6316,-122.303,2430,5940
2799800750,2015-04-16T00:00:00Z,300000,4,2.5,2500,4750,2,0,0,3,8,2500,0,2003,0,98042,47.3666,-122.122,2690,4750
2321300390,2014-11-05T00:00:00Z,650000,3,2,1870,3388,1,0,0,4,8,1230,640,1925,0,98199,47.6372,-122.395,1780,4050
9521100301,2014-05-07T00:00:00Z,339950,2,1,820,681,3,0,0,3,8,820,0,2006,0,98103,47.6619,-122.352,820,1156
6145600557,2014-05-09T00:00:00Z,212000,2,1.5,1020,1525,2,0,0,3,7,1020,0,2004,0,98133,47.704,-122.347,1020,3844
0952006823,2014-12-02T00:00:00Z,380000,3,2.5,1260,900,2,0,0,3,7,940,320,2007,0,98116,47.5621,-122.384,1310,1415
8644400060,2014-10-29T00:00:00Z,568000,3,2.5,2320,57063,1,0,0,4,9,1790,530,1979,0,98074,47.6163,-122.056,3290,7314
8651510020,2014-08-27T00:00:00Z,492000,3,2.25,2100,7335,2,0,0,3,8,2100,0,1983,0,98074,47.647,-122.061,2050,8930
8598900157,2015-03-13T00:00:00Z,263700,3,1,1200,6561,1,0,0,3,6,1200,0,1950,1968,98177,47.7763,-122.36,1340,9450
3300701365,2014-05-28T00:00:00Z,510250,3,1.75,1400,4000,1,0,0,3,7,870,530,1951,0,98117,47.6913,-122.381,1400,4000
3342103228,2014-08-04T00:00:00Z,525000,4,2.5,2310,5573,2,0,0,4,9,2310,0,2003,0,98056,47.5197,-122.2,2310,6189
0993001342,2014-08-08T00:00:00Z,397500,3,2.25,1430,1383,3,0,0,3,8,1430,0,2005,0,98103,47.6917,-122.341,1430,1347
4048400070,2014-12-05T00:00:00Z,320000,2,1,1070,32633,1,0,0,4,6,1070,0,1930,0,98059,47.4716,-122.078,1360,32156
5453700140,2014-12-08T00:00:00Z,800000,3,1.75,1890,10292,1,0,0,4,8,1890,0,1969,0,98040,47.535,-122.234,2630,10625
3224800075,2014-11-24T00:00:00Z,234000,3,1.75,1420,8738,1,0,0,4,7,1420,0,1966,0,98002,47.3113,-122.207,1660,8738
8567450060,2014-06-09T00:00:00Z,563500,4,2.5,2800,12831,2,0,0,3,8,2800,0,2001,0,98019,47.7392,-121.966,2810,10235
3025059124,2014-08-28T00:00:00Z,3168750,5,3.5,4330,11979,1,0,4,3,12,2090,2240,2008,0,98004,47.6251,-122.218,4320,12000
1373800330,2015-04-20T00:00:00Z,1115000,4,2.5,3690,11191,1,0,3,4,10,2190,1500,1951,0,98199,47.6434,-122.412,3460,8160
1387301360,2014-12-22T00:00:00Z,411800,4,2.25,2190,6800,1,0,0,5,7,1340,850,1969,0,98011,47.7367,-122.195,1560,7611
2919702235,2014-05-28T00:00:00Z,740000,2,1.75,2080,4800,1,0,0,5,7,1080,1000,1923,0,98117,47.6896,-122.362,1310,4800
9521100867,2014-07-11T00:00:00Z,475000,3,3.25,1380,1121,3,0,0,3,8,1380,0,2008,0,98103,47.6617,-122.349,1310,1405
1158700135,2014-08-12T00:00:00Z,420000,3,2.5,2060,7020,1,0,0,4,8,1460,600,1967,0,98177,47.7575,-122.364,2150,8400
6431000005,2014-11-23T00:00:00Z,599995,3,1,1620,3000,1.5,0,0,5,7,1620,0,1928,0,98103,47.6888,-122.347,1420,3060
3862710180,2015-03-26T00:00:00Z,408474,3,2.5,1800,2731,2,0,0,3,8,1800,0,2014,0,98065,47.5342,-121.841,1800,3265
3395070640,2014-09-02T00:00:00Z,300000,3,2.5,1320,2614,2,0,0,3,7,1320,0,2005,0,98118,47.5355,-122.283,1320,2533
0625049299,2014-12-03T00:00:00Z,482000,2,1,950,3960,1,0,0,3,7,950,0,1941,0,98103,47.6885,-122.337,1320,4050
2919201335,2014-07-31T00:00:00Z,912000,4,3.75,1980,4095,2,0,0,3,9,1980,0,2009,0,98103,47.6901,-122.356,1480,3840
6117502220,2014-11-17T00:00:00Z,1575000,3,3,2610,22672,1.5,1,4,4,8,2610,0,1952,0,98166,47.4414,-122.354,2810,22672
1972200139,2015-02-18T00:00:00Z,622500,2,1.75,1510,851,3,0,0,3,8,1420,90,2013,0,98107,47.6536,-122.358,1300,1338
3649100586,2014-08-29T00:00:00Z,483000,3,1.75,2110,10454,1,0,0,4,8,1440,670,1978,0,98028,47.7344,-122.246,1990,10890
7811100100,2014-09-18T00:00:00Z,566000,4,1.75,1900,10297,1,0,0,4,8,1900,0,1966,0,98005,47.5944,-122.155,2220,9612
2560803085,2014-09-25T00:00:00Z,230000,3,1.5,1510,10588,1.5,0,0,3,7,1510,0,1947,0,98198,47.3775,-122.319,1360,2873
0305010050,2014-12-31T00:00:00Z,665000,4,2.5,2510,5936,2,0,0,3,9,2510,0,1998,0,98075,47.5847,-122.032,2760,6060
7349400100,2014-10-09T00:00:00Z,279950,3,1.75,1930,7267,1,0,0,4,7,1330,600,1977,0,98002,47.3217,-122.205,1600,7698
6893300290,2014-11-11T00:00:00Z,457000,3,1.75,1690,6375,1,0,0,3,8,1690,0,1903,2002,98024,47.5247,-121.926,1270,7774
1565950030,2015-04-27T00:00:00Z,364950,4,2.5,1930,6957,2,0,0,3,8,1930,0,1995,0,98055,47.4309,-122.191,2090,6996
1394300005,2014-05-07T00:00:00Z,361280,2,1,820,6400,1,0,0,4,7,820,0,1944,0,98126,47.55,-122.379,1490,6400
6046401300,2014-06-09T00:00:00Z,428000,3,2,1310,2550,1,0,0,3,7,780,530,1986,0,98103,47.6911,-122.35,1460,5100
8078430030,2014-07-16T00:00:00Z,560000,3,2.5,1960,9686,1,0,0,3,8,1460,500,1989,0,98074,47.6339,-122.026,1960,8254
0579000550,2014-11-07T00:00:00Z,440000,2,1.5,1080,6760,1,0,2,3,6,1080,0,1923,0,98117,47.7008,-122.386,2080,5800
3023039066,2015-03-23T00:00:00Z,329500,3,1,1810,13068,1,0,0,4,7,1360,450,1941,0,98070,47.4482,-122.462,1400,13068
7203101260,2015-02-11T00:00:00Z,411753,3,2.5,1710,3795,2,0,0,3,7,1710,0,2009,0,98053,47.6968,-122.024,1600,3821
6149700405,2014-12-22T00:00:00Z,210000,1,1,1050,7583,1,0,0,4,6,1050,0,1947,0,98133,47.7294,-122.341,1420,7560
1189000030,2014-06-03T00:00:00Z,650000,5,2.75,2550,5040,1.5,0,0,5,8,2550,0,1902,0,98122,47.6136,-122.299,1590,3840
2787250190,2014-07-17T00:00:00Z,645000,4,2.5,2860,14000,2,0,0,3,8,2860,0,1995,0,98019,47.7306,-121.973,2650,14564
7418700050,2014-05-28T00:00:00Z,299000,3,1,1390,9624,1.5,0,0,4,7,1390,0,1954,0,98155,47.7758,-122.301,1440,9624
6600000330,2014-06-27T00:00:00Z,718500,3,1.5,1200,6240,1,0,0,3,8,1030,170,1952,0,98112,47.6222,-122.287,2810,6240
6021502070,2015-05-08T00:00:00Z,600000,2,1,1410,4500,1,0,0,3,7,1020,390,1939,0,98117,47.6883,-122.384,1300,4500
2341300115,2014-08-08T00:00:00Z,235000,2,1,720,6321,1,0,0,3,6,720,0,1940,0,98118,47.551,-122.289,920,5684
2473450870,2014-10-06T00:00:00Z,325000,3,2.25,2480,8755,2,0,0,3,8,2480,0,1979,0,98058,47.4543,-122.125,2280,9940
7202330530,2015-01-16T00:00:00Z,479000,3,2.5,1690,3322,2,0,0,3,7,1690,0,2003,0,98053,47.6824,-122.036,1650,3446
6819100080,2014-10-01T00:00:00Z,636100,3,1,1010,6000,1.5,0,0,3,7,1010,0,1919,1977,98119,47.6438,-122.357,1960,4000
2881700547,2014-08-13T00:00:00Z,221000,3,1,1150,7260,1,0,0,3,7,1150,0,1959,0,98133,47.7344,-122.333,1200,7888
1370800515,2014-10-30T00:00:00Z,2950000,4,4.25,4470,5884,2,0,1,3,11,3230,1240,2010,0,98199,47.6387,-122.405,2570,6000
9558050230,2015-05-07T00:00:00Z,590000,4,3.5,3450,6873,2,0,0,3,10,2750,700,2004,0,98058,47.459,-122.118,3450,6873
5381000070,2014-08-26T00:00:00Z,204950,2,0.75,1130,11429,1,0,0,3,7,1130,0,1956,0,98188,47.4526,-122.284,1550,10700
8029500450,2014-05-29T00:00:00Z,300000,3,2.5,2080,9827,2,0,0,3,8,2080,0,1989,0,98023,47.3058,-122.394,2660,9861
3904902500,2014-12-19T00:00:00Z,675000,4,2.5,2940,14071,2,0,0,3,9,2940,0,1986,0,98029,47.5627,-122.018,2670,10982
1062100095,2014-08-22T00:00:00Z,328000,3,1,890,5965,1,0,0,3,7,890,0,1950,0,98155,47.7518,-122.279,1930,7500
2858600083,2014-12-22T00:00:00Z,550000,5,2.5,2780,9272,2,0,0,3,8,2780,0,2014,0,98126,47.5168,-122.378,1150,8460
5700003705,2014-06-19T00:00:00Z,930000,5,2,3530,9385,1.5,0,0,3,9,3530,0,1925,0,98144,47.5774,-122.285,4100,9203
7883607645,2014-06-02T00:00:00Z,155000,1,1,720,6000,1,0,0,3,6,720,0,1940,0,98108,47.5266,-122.316,1040,6000
7237550130,2014-05-20T00:00:00Z,1300000,4,3.5,4380,74052,1,0,0,3,11,4380,0,2001,0,98053,47.6587,-122.009,5170,62291
3176600055,2014-07-17T00:00:00Z,656000,3,1.75,1480,7475,1.5,0,0,3,8,1480,0,1943,0,98115,47.6732,-122.272,2120,7216
7732410370,2014-09-09T00:00:00Z,898000,5,2.25,2700,9000,2,0,0,5,9,2700,0,1987,0,98007,47.6599,-122.146,2630,9000
